WinDETA log file, 31.05.2023, 10:37
Sample comment : Acide Malique - Proline 2-1 W20%
 Freq. [Hz]	 Temp. [°C]	  Cp' [F]	 Zp' [Ohms]	Rspec.[Ohms cm]	Tan(Delta)  	 Eps'    	 Eps''   	 Zs' [Ohms]	 Zs'' [Ohms]	 Cref [F]	 Cx [F]  	Rx [Ohms]
1.00000e+06	2.00000e+01	5.40253e-10	2.47339e+01	2.87446e+03	1.19105e+01	5.25031e+01	6.25339e+02	2.45608e+01	-2.06211e+00
7.14286e+05	2.00000e+01	5.52286e-10	2.48164e+01	2.88405e+03	1.62572e+01	5.36725e+01	8.72563e+02	2.47229e+01	-1.52074e+00
5.10204e+05	2.00000e+01	5.68523e-10	2.48659e+01	2.88979e+03	2.20661e+01	5.52505e+01	1.21916e+03	2.48149e+01	-1.12457e+00
3.64432e+05	2.00000e+01	5.96494e-10	2.48988e+01	2.89362e+03	2.94048e+01	5.79688e+01	1.70456e+03	2.48701e+01	-8.45782e-01
2.60308e+05	2.00000e+01	6.44539e-10	2.49252e+01	2.89668e+03	3.80579e+01	6.26379e+01	2.38387e+03	2.49080e+01	-6.54476e-01
1.85934e+05	2.00000e+01	7.36106e-10	2.49475e+01	2.89928e+03	4.66115e+01	7.15366e+01	3.33443e+03	2.49360e+01	-5.34976e-01
1.32810e+05	2.00000e+01	8.98750e-10	2.49666e+01	2.90150e+03	5.34060e+01	8.73428e+01	4.66463e+03	2.49579e+01	-4.67323e-01
9.48645e+04	2.00000e+01	1.20354e-09	2.49932e+01	2.90459e+03	5.57744e+01	1.16963e+02	6.52353e+03	2.49852e+01	-4.47968e-01
6.77604e+04	2.00000e+01	1.76363e-09	2.50306e+01	2.90893e+03	5.32065e+01	1.71394e+02	9.11930e+03	2.50217e+01	-4.70276e-01
4.84003e+04	2.00000e+01	2.77469e-09	2.50775e+01	2.91438e+03	4.72578e+01	2.69652e+02	1.27432e+04	2.50662e+01	-5.30415e-01
3.45716e+04	2.00000e+01	4.66175e-09	2.51102e+01	2.91819e+03	3.93279e+01	4.53040e+02	1.78171e+04	2.50940e+01	-6.38071e-01
2.46940e+04	2.00000e+01	8.05863e-09	2.52103e+01	2.92982e+03	3.17241e+01	7.83158e+02	2.48449e+04	2.51853e+01	-7.93887e-01
1.76386e+04	2.00000e+01	1.43098e-08	2.52969e+01	2.93988e+03	2.49262e+01	1.39066e+03	3.46639e+04	2.52563e+01	-1.01324e+00
1.25990e+04	2.00000e+01	2.55980e-08	2.54215e+01	2.95436e+03	1.94123e+01	2.48768e+03	4.82916e+04	2.53542e+01	-1.30609e+00
8.99928e+03	2.00000e+01	4.59681e-08	2.55997e+01	2.97508e+03	1.50286e+01	4.46730e+03	6.71375e+04	2.54869e+01	-1.69589e+00
6.42806e+03	2.00000e+01	8.24544e-08	2.58500e+01	3.00416e+03	1.16163e+01	8.01313e+03	9.30825e+04	2.56598e+01	-2.20896e+00
4.59147e+03	2.00000e+01	1.47102e-07	2.62059e+01	3.04552e+03	8.99191e+00	1.42957e+04	1.28546e+05	2.58857e+01	-2.87878e+00
3.27962e+03	2.00000e+01	2.59999e-07	2.67159e+01	3.10479e+03	6.98642e+00	2.52674e+04	1.76528e+05	2.61796e+01	-3.74721e+00
2.34259e+03	2.00000e+01	4.53289e-07	2.74500e+01	3.19010e+03	5.46019e+00	4.40517e+04	2.40531e+05	2.65591e+01	-4.86414e+00
1.67328e+03	2.00000e+01	7.75043e-07	2.85031e+01	3.31249e+03	4.30561e+00	7.53207e+04	3.24301e+05	2.70443e+01	-6.28118e+00
